Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Forest area (% of land area),AG.LND.FRST.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,1.85278199408184,..
Forest area (% of land area),AG.LND.FRST.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.7883211678832,28.7171532846715,28.6459854014599,28.5748175182482,28.5036496350365,28.4324817518248,28.3613138686131,28.2901459854015,28.2189781021898,28.1478102189781,28.0766423357664,28.1232481751825,28.1698540145985,28.2164598540146,28.2630656934307,28.3096715328467,28.3562773722628,28.4028832116788,28.4494890510949,28.4960948905109,28.542700729927,28.5946532846715,28.6466058394161,28.6985583941606,28.7505109489051,28.8024635036496,28.8021897810219,28.7920620437956,28.7919708029197,28.7919708029197,28.7919708029197,28.7919708029197,28.7919708029197,28.7919708029197,..
Forest area (% of land area),AG.LND.FRST.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.699908470278032,0.696213692510518,0.692518914743003,0.688824136975488,0.685129359207974,0.68143458144046,0.677739803672945,0.67404502590543,0.670350248137916,0.666655470370402,0.662960692602887,0.677193984230017,0.691427275857146,0.705660567484276,0.719893859111406,0.734127150738536,0.748360442365665,0.762593733992795,0.776827025619925,0.791060317247055,0.805293608874184,0.808484553309765,0.811675497745346,0.814866442180927,0.818057386616507,0.821247986241997,0.821247986241997,0.815789794104397,0.810331601966797,0.814110692183026,0.818309303282474,0.822088053271978,0.826286664371426,0.830314224054683,..
Forest area (% of land area),AG.LND.FRST.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.35,90.18,90.01,89.84,89.67,89.5,89.33,89.16,88.99,88.82,88.65,88.5,88.35,88.2,88.05,87.9,87.75,87.6,87.45,87.3,87.15,87,86.85,86.7,86.55,86.4,86.25,86.1,85.95,85.8,85.65,85.5,85.35,85.2,..
Forest area (% of land area),AG.LND.FRST.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,..
Forest area (% of land area),AG.LND.FRST.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.5780701050774,63.4534073955242,63.328744685971,63.2040819764177,63.0794192668645,62.9547565573113,62.8300938477581,62.7054311382049,62.5807684286516,62.4561057190984,62.3314430095452,61.8862188176787,61.4409946258121,60.9957704339456,60.5505462420791,60.1053220502126,59.660097858346,59.2148736664795,58.769649474613,58.3244252827465,57.8792010908799,57.4339760968958,56.9887511029117,56.5435261089276,56.0983011149435,55.6530761209593,55.2078447100345,54.7626293414615,54.3174059517125,53.8721745407877,53.4269511510388,52.9817223871019,52.5364972326943,52.0912696719339,..
Forest area (% of land area),AG.LND.FRST.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9772727272727,22.8272727272727,22.6772727272727,22.5272727272727,22.3772727272727,22.2272727272727,22.0772727272727,21.9272727272727,21.7772727272727,21.6272727272727,21.4772727272727,21.325,21.1727272727273,21.0204545454545,20.8681818181818,20.7159090909091,20.5636363636364,20.4113636363636,20.2590909090909,20.1068181818182,19.9545454545455,19.8045454545455,19.6545454545455,19.5045454545455,19.3545454545455,19.2045454545455,19.0454545454545,18.9090909090909,18.75,18.5909090909091,18.4545454545455,18.3029545454545,18.1615909090909,18.0134090909091,..
Forest area (% of land area),AG.LND.FRST.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.8637149256949,12.79699198667,12.7302690476451,12.6635461086203,12.5968231695954,12.5301002305705,12.4633772915456,12.3966543525207,12.3299314134959,12.263208474471,12.1964855354461,12.0808714176615,11.9652572998769,11.8496431820922,11.7340290643076,11.618414946523,11.5028008287384,11.3871867109537,11.2715725931691,11.1559584753845,11.0403443575999,10.9587128976976,10.8770814377953,10.795449977893,10.7138185179907,10.6321870580884,10.6003968297469,10.5598368832422,10.5203731515078,10.4801786099266,10.4407148781923,10.4008857415345,10.3610566048767,10.3212951412107,..
Forest area (% of land area),AG.LND.FRST.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.7426062521953,11.7352651914296,11.7279241306639,11.7205830698981,11.7132420091324,11.7059009483667,11.698559887601,11.6912188268353,11.6838777660695,11.6765718299965,11.6692658939234,11.6619599578504,11.6546540217773,11.6473480857042,11.6400421496312,11.6327362135581,11.6254302774851,11.618124341412,11.610818405339,11.6035124692659,11.5962065331928,11.5889005971198,11.5815946610467,11.5742887249737,11.5669125395153,11.5595363540569,11.5521601685985,11.5447839831401,11.6489422255448,11.641626848728,11.6336717932132,11.6183158247114,..
Forest area (% of land area),AG.LND.FRST.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,..
Forest area (% of land area),AG.LND.FRST.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.4273589940513,17.4004386707106,17.3735183473699,17.3465980240293,17.3196777006886,17.2927573773479,17.2658370540073,17.2389167306666,17.2119964073259,17.1850760839853,17.1581557606446,17.1286333519909,17.0991109433373,17.0695885346836,17.04006612603,17.0105437173763,16.9810213087226,16.951498900069,16.9219764914153,16.8924540827617,16.862931674108,16.9553102586465,17.047688843185,17.1400674277235,17.232446012262,17.3248245968004,17.4254877132405,17.4229136169693,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644,..
Forest area (% of land area),AG.LND.FRST.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.7546049442559,45.8303078041687,45.9060106640814,45.9817135239942,46.0574163839069,46.1331192438197,46.2088221037324,46.2845249636452,46.3602278235579,46.4359306834707,46.5116335433834,46.5420019389239,46.5723703344644,46.6027387300049,46.6331071255453,46.6634755210858,46.6938439166263,46.7242123121667,46.7545807077072,46.7849491032477,46.8153174987882,46.8589190499273,46.9025206010664,46.9461221522055,46.9897237033446,47.0333252544838,47.0769510421716,47.1204556471159,47.1639602520601,47.1037324285022,47.137905962191,47.1720794958798,47.206131846825,47.2402653902084,..
Forest area (% of land area),AG.LND.FRST.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.4548229328142,11.5058701947919,11.5569174567696,11.6079647187474,11.6590119807251,11.7100592427028,11.7787994030713,11.8852790036878,11.9510925488772,12.0060469226672,12.0588116391101,12.1086289502976,12.1604630346429,12.21700096782,12.2751890799521,12.3311694441419,12.3862623597613,12.441808477161,12.4914658343012,12.6009956689008,12.7108265382661,12.8205035144388,12.9297085757836,13.0395340115892,13.1544115156647,13.2731460646972,13.4139303602971,13.5533670481767,13.6941896764514,13.8329909255898,13.9724815486993,14.1119540229885,..
Forest area (% of land area),AG.LND.FRST.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,50.9350649350649,..
Forest area (% of land area),AG.LND.FRST.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.318840579710145,0.340579710144928,0.352112676056338,0.373239436619718,0.394366197183099,0.415492957746479,0.436619718309859,0.457746478873239,0.47887323943662,0.5,0.52112676056338,0.542253521126761,0.563380281690141,0.576388888888889,0.589041095890411,0.601351351351351,0.621621621621622,0.633333333333333,0.644736842105263,0.664473684210526,0.68241469816273,0.698826597131682,0.716883116883117,0.737662337662338,0.75745784695201,0.77120822622108,0.79589216944801,0.82051282051282,0.848329048843188,0.871794871794872,0.89171974522293,0.911392405063291,0.936708860759494,0.95,..
Forest area (% of land area),AG.LND.FRST.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.7524775293847,14.7524759929323,14.75247445648,14.7524729200277,14.7524713835753,14.752469847123,14.7524690788968,14.7524675424445,14.7524660059922,14.7524644695398,14.7524629330875,14.7278904509488,14.70331796881,14.6787454866713,14.6541730045325,14.6296005223938,14.6050280402551,14.5804555581163,14.5558830759776,14.5313098256127,14.5067373434739,14.4991441960513,14.4915510486287,14.4839579012061,14.4763647537835,14.4687716063609,14.4687716063609,14.4687716063609,14.4687716063609,14.4687716063609,14.4687716063609,14.4687716063609,14.458774758176,14.4899215263887,..
Forest area (% of land area),AG.LND.FRST.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,14.6511627906977,..
Forest area (% of land area),AG.LND.FRST.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.8246077426476,39.0744829761647,39.3201825727777,39.5651359504703,39.8108984787088,40.0537329619679,40.3019292113061,40.5437917519166,40.78423252879,40.9610340951667,41.1400736581061,41.3166950982616,41.49495845968,41.6672829371946,41.8286480305958,42.0052143656266,42.1809543523474,42.3577363995702,42.5328483701491,42.5346212606574,42.5403772320218,42.5419401896426,42.5317653086864,42.5341662643242,42.9069698701401,42.9784026641969,43.0515321706572,43.1261547557461,43.1944033894965,43.2722345405272,43.3351396620523,43.4080686559958,..
Forest area (% of land area),AG.LND.FRST.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.9991428477236,22.0735502587941,22.1479576698645,22.222365080935,22.2967724920054,22.3711799030759,22.4455873141463,22.5199947252168,22.5944021362872,22.6688095473577,22.7432169584281,22.7394586753701,22.735700392312,22.7319421092539,22.7281838261959,22.7244255431378,22.7244255431378,22.7244255431378,22.6051880759519,22.604446776415,22.604446776415,22.604446776415,22.604446776415,22.604446776415,..
Forest area (% of land area),AG.LND.FRST.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.1459886014906,69.5290223586146,68.9120561157387,68.2950898728628,67.6781236299868,67.0611573871109,66.444191144235,65.8272249013591,65.2102586584831,64.5932924156072,63.9763261727313,63.6786058746164,63.3808855765015,63.0831652783867,62.7854449802718,62.487724682157,62.1900043840421,61.8922840859272,61.5945637878124,61.2968434896975,60.9991231915826,60.4856641823762,59.9722051731697,59.4587461639632,58.9452871547567,58.4318281455502,57.9430074528715,57.4537483559842,56.9649276633056,56.4756685664182,55.9864094695309,55.4971503726436,55.0078912757563,54.5186321788689,..
Forest area (% of land area),AG.LND.FRST.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.8800106420717,42.2592231287691,41.6384356154665,41.0176481021639,40.3968605888613,39.7760730755587,39.1552855622561,38.5344980489535,37.9137105356509,37.2929230223484,36.6721355090458,36.2287158566868,35.7852962043278,35.3418765519688,34.8984568996098,34.4550372472508,34.0116175948918,33.5681979425328,33.1247782901738,32.6813586378148,32.2379389854558,31.7945193330968,31.3510996807378,30.9076800283789,30.4642603760199,30.0208407236609,29.5774210713019,29.1340014189429,28.6905817665839,28.2471621142249,27.8037424618659,27.3603228095069,26.9169031571479,26.4734835047889,..
Forest area (% of land area),AG.LND.FRST.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,18.5185185185185,..
Forest area (% of land area),AG.LND.FRST.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.6506645549301,53.8631509106864,54.0756372664426,54.2881236221989,63.9807035175879,64.2301507537688,64.4795979899498,64.7290452261307,64.9784924623116,65.2279396984925,65.4773869346734,65.7268592964824,65.9763316582915,66.2258040201005,69.4103943122491,69.6708817587953,69.9313692053415,70.1918566518876,70.4523440984338,70.7128315449799,70.9733189915261,71.025211847732,71.0771047039379,71.1289975601438,71.1808904163497,71.2327832725556,71.2342701342282,71.2861786912752,71.3455689564761,71.39486103828,71.4472994231778,71.4997378080755,71.5521761929733,71.60513896172,..
Forest area (% of land area),AG.LND.FRST.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.3598449183052,53.1102990861257,52.8607532539463,52.6112074217668,52.3616615895874,52.1121157574079,51.8625699252285,51.613024093049,51.3634782608696,51.1139324286901,50.8643865965107,50.6783457952552,50.4923049939998,50.3062641927444,50.120223391489,49.9341825902335,49.7481417889781,49.5621009877227,49.3760601864673,49.1900193852119,49.0039785839564,48.808503646266,48.6130287085756,48.4175537708853,48.2220788331949,48.0266038955045,47.7713283485646,47.5327425459245,47.3121388350411,47.1095356780209,46.9249146127573,46.7283054555525,46.5396883596418,46.3457431920982,..
Forest area (% of land area),AG.LND.FRST.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.7798828125,42.58779296875,42.395703125,42.20361328125,42.0115234375,41.81943359375,41.62734375,41.43525390625,41.2431640625,41.22560546875,41.208046875,41.19048828125,41.1729296875,41.15537109375,41.1378125,41.12025390625,41.1026953125,41.08513671875,41.067578125,41.293515625,41.519453125,41.745390625,41.971328125,42.197265625,42.5099609375,42.7326171875,42.7326171875,42.7326171875,42.7326171875,42.7326171875,42.7326171875,42.7326171875,..
Forest area (% of land area),AG.LND.FRST.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.1792917262188,32.970550350255,32.7618089742911,32.5530675983272,32.3443262223634,32.1355848463995,31.9268434704357,31.7181020944718,31.5093607185079,31.3006193425441,31.0918779665802,30.8831365906163,30.6743952146525,30.4656538386886,30.2569124627248,30.0481710867609,29.839429710797,29.6306883348332,29.4219469588693,29.2132055829054,29.0044642069416,28.7957228309777,28.5869814550138,28.37824007905,28.1694987030861,27.9607573271223,27.7520159511584,27.5432745751945,27.3345331992307,27.1257918232668,26.9170504473029,26.7083090713391,26.4995676953752,26.2908263194114,..
Forest area (% of land area),AG.LND.FRST.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.4580205643839,70.0056543680771,69.5532881717703,69.1009219754634,68.6485557791566,68.1961895828498,67.7438233865429,67.2914571902361,66.8390909939293,66.3867247976224,65.9343586013156,65.4616708980706,64.9889831948257,64.5162954915806,64.0436077883357,63.5709200850907,63.0982323818457,62.6255446786007,62.1528569753558,61.6801692721108,61.2074815688658,61.023328156743,60.8391747446202,60.6550213324974,60.4708679203746,60.2867384370207,60.0710205859198,59.8329293359527,59.7083800941358,59.5585860011916,59.4174780513368,59.2704836243471,59.1275092305226,58.9818729765235,..
Forest area (% of land area),AG.LND.FRST.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.7333333333333,24.7066666666667,24.68,24.6533333333333,24.6266666666667,24.6,24.5733333333333,24.5466666666667,24.52,24.4933333333333,24.4666666666667,24.4466666666667,24.4266666666667,24.4066666666667,24.3866666666667,24.3666666666667,24.3466666666667,24.3266666666667,24.3066666666667,24.2866666666667,24.2666666666667,24.24,24.2133333333333,24.1866666666667,24.16,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,24.1333333333333,..
Forest area (% of land area),AG.LND.FRST.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.3681214421252,78.0645161290323,77.7609108159393,77.4573055028463,77.1537001897533,76.8500948766603,76.5464895635674,76.2428842504744,75.9392789373814,75.6356736242884,75.3320683111954,75.0094876660342,74.6869070208729,74.3643263757116,74.0417457305503,73.719165085389,73.3965844402277,73.0740037950664,72.7514231499051,72.4288425047438,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,72.1062618595825,..
Forest area (% of land area),AG.LND.FRST.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.0732170297388,30.1166048992136,30.1599927686884,30.2033806381632,30.2467685076381,30.2901563771129,30.3335442465877,30.3769321160625,30.4203199855374,30.4637078550122,30.507095724487,30.834312573443,31.6856617647059,32.0272133860439,32.3630011033468,32.7319587628866,33.0682132007733,33.407605192892,33.7409078353743,34.0899042004421,34.4233603537214,34.6002210759027,34.777081798084,34.9539425202653,35.1308032424466,35.3076639646279,35.3813559322034,35.5011053795136,35.6208548268239,35.7406042741341,35.8603537214444,35.9801031687546,36.0998526160649,36.2196020633751,..
Forest area (% of land area),AG.LND.FRST.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.2039473684211,28.0211622807018,27.8383771929825,27.6555921052632,27.4728070175439,27.2900219298246,27.1072368421053,26.924451754386,26.7416666666667,26.5588815789474,26.3760964912281,26.1933479532164,26.0105994152047,25.827850877193,25.6451023391813,25.4623538011696,25.2796052631579,25.0968567251462,24.9141081871345,24.7313596491228,24.5486111111111,24.3657894736842,24.1829678362573,24.0001461988304,23.8173245614035,23.6345029239766,23.4517543859649,23.2690058479532,23.0862573099415,22.9035087719298,22.7207602339181,22.5380116959064,22.3552631578947,22.172514619883,..
Forest area (% of land area),AG.LND.FRST.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.7663551401869,10.4449376947041,10.1235202492212,9.80210280373832,9.48068535825545,9.15926791277259,8.83785046728972,8.51643302180685,8.19501557632399,7.87359813084112,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,7.55218068535826,8.2196261682243,8.88707165109034,9.55451713395639,10.2219626168224,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,10.8894080996885,..
Forest area (% of land area),AG.LND.FRST.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.81637717121588,4.42034739454094,5.024317617866,5.62828784119107,6.23225806451613,6.83622828784119,7.44019851116625,8.04416873449131,8.64813895781638,9.25210918114144,9.8560794044665,9.93052109181141,10.0049627791563,10.0794044665012,10.1538461538462,10.2282878411911,10.302729528536,10.3771712158809,10.4516129032258,10.5260545905707,10.6004962779156,10.6749379652605,10.7493796526055,10.8238213399504,10.8982630272953,10.9727047146402,11.0471464019851,11.12158808933,11.1960297766749,11.2704714640199,11.3449131513648,11.4193548387097,11.4937965260546,11.5682382133995,..
Forest area (% of land area),AG.LND.FRST.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.3430206208928,62.2162417856334,62.0894629503739,61.9626841151144,61.835905279855,61.7091264445955,61.5823476093361,61.4555687740766,61.3287899388171,61.2020111035577,61.0752322682982,60.9665930206209,60.8579537729436,60.7493145252663,60.6406752775889,60.5320360299116,60.4233967822343,60.314757534557,60.2061182868797,60.0974790392024,59.988839791525,58.0146612281894,56.0404826648538,54.0663041015182,52.0921255381826,50.117946974847,49.2359506004985,48.35395422615,47.4719578518015,46.589961477453,45.7079651031045,44.825968728756,43.9439723544074,43.0619759800589,..
Forest area (% of land area),AG.LND.FRST.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.5978929999365,47.4069704469971,47.2160478940577,47.0251253411182,46.8342027881788,46.6432802352394,46.4523576822999,46.2614351293605,46.0705125764211,45.8795900234816,45.6886674705422,45.541217659876,45.3937678492099,45.2463180385437,45.0988682278776,44.9514184172114,44.8039686065452,44.6565187958791,44.5090689852129,44.3616191745468,44.2141693638806,44.0957034968585,43.9772376298365,43.8587717628144,43.7403058957923,43.6218400287703,43.5033741617482,43.3849082947262,43.2664424277041,43.147976560682,43.02951069366,42.9110448266379,42.7925789596158,42.6741130925938,..
Forest area (% of land area),AG.LND.FRST.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.8455115614254,38.8402585886707,38.835005615916,38.8297526431612,38.8244996704065,38.8192466976518,38.8139937248971,38.8087407521424,38.8034877793876,38.7982348066329,38.7929818338782,38.7876307080739,38.7822795822695,38.7769284564652,38.7715773306609,38.7662262048566,38.7608750790522,38.7555239532479,38.7501728274436,38.7448217016393,38.7394705758349,38.7348640747569,38.7302575736789,38.7256510726009,38.7210445715229,38.7164380704449,38.7120133755838,38.7078876013737,38.7037629425392,38.6996371683291,38.6955125094946,39.4701279256318,39.4659199995449,39.4617117321106,..
Forest area (% of land area),AG.LND.FRST.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.7083333333333,54.625,54.5416666666667,54.4583333333333,54.375,54.2916666666667,54.2083333333333,54.125,54.0416666666667,53.9583333333333,53.875,53.7875,53.7,53.6125,53.525,53.4375,53.35,53.2625,53.175,53.0875,53,53,53,53,53,53,53,53,53.375,53,53,52.75,52.6666666666667,52.4720833333333,..
